text,label
"At the height of the 'Celebrity Big Brother' racism row in 2007 ( involving Shilpa Shetty and the late Jade Goody ), I condemned on an internet forum those 'C.B.B.' fans who praised the show, after years of bashing 'racist' '70's sitcoms such as 'Curry & Chips' & 'Love Thy Neighbour'. I thought they were being hypocritical, and said so. 'It Ain't Half Hot Mum' was then thrown into the argument, with some pointing out it had starred an English actor blacked-up. Well, yes, but Michael Bates had lived in India as a boy, and spoke Urdu fluently. The show's detractors overlook the reality he brought to his performance as bearer 'Rangi Ram'. The noted Indian character actor, Renu Setna, said in a 1995 documentary 'Perry & Croft: The Sitcoms' that he was upset when he heard Bates had landed the role, but added: ""No Indian actor could have played that role as well as Bates."". Indeed.<br /><br />'Mum' was Perry and Croft's companion show to 'Dad's Army'; also set in wartime, the sedate English town of Walmington-On-Sea had been replaced by the hot, steamy jungles of India, in particularly a place called Deolali, where an army concert party puts on shows for the troops, among them Bombadier Solomons ( George Layton, his first sitcom role since 'Doctor In Charge' ), camp Gunner 'Gloria' Beaumont ( Melvyn Hayes ), diminutive Gunner 'Lofty' Sugden, 'Lah de-dah' Gunner Graham ( John Clegg ), and Gunner Parkins ( the late Christopher Mitchell ). Presiding over this gang of misfits was the bellicose Sergeant-Major Williams ( the brilliant Windsor Davies ), who regarded them all as 'poofs'. His frustration at not being able to lead his men up the jungle to engage the enemy in combat made him bitter and bullying ( though he was nice to Parkins, whom he thought was his illegitimate son! ). Then there was ever-so English Colonel Reynolds ( Donald Hewlett ) and dimwitted Captain Ashwood ( Michael Knowles ). Rangi was like a wise old sage, beginning each show by talking to the camera and closing them by quoting obscure Hindu proverbs. He loved being bearer so much he came to regard himself as practically British. His friends were the tea-making Char Wallah ( the late Dino Shafeek, who went on to 'Mind Your Language' ) and the rope pulling Punka Wallah ( Babar Bhatti ). So real Indians featured in the show - another point its detractors ignore. Shafeek also provided what was described on the credits as 'vocal interruptions' ( similar to the '40's songs used as incidental music on 'Dad's Army' ). Each edition closed with him warbling 'Land Of Hope & Glory' only to be silenced by a 'Shut Up!' from Williams. The excellent opening theme was penned by Jimmy Perry and Derek Taverner.<br /><br />Though never quite equalling 'Dad's Army' in the public's affections, 'Mum' nevertheless was popular enough to run for a total of eight seasons. In 1975, Davies and Estelle topped the charts with a cover version of that old chestnut 'Whispering Grass'. They then recorded an entire album of old chestnuts, entitled ( what else? ) 'Sing Lofty!'.<br /><br />The show hit crisis point three years later when Bates died of cancer. Rather than recast the role of 'Rangi', the writers just let him be quietly forgotten. When George Layton left, the character of 'Gloria' took his place as 'Bombadier', providing another source of comedy.<br /><br />The last edition in 1981 saw the soldiers leave India by boat for Blighty, the Char Wallah watching them go with great sadness ( as did viewers ).<br /><br />Repeats have been few and far between ( mainly on U.K. Gold ) all because of its so-called 'dodgy' reputation. This is strange. For one thing, the show was not specifically about racism. If a white man blacked-up is so wrong, why does David Lean's 1984 film 'A Passage to India' still get shown on television? ( it featured Alec Guinness as an Indian, and won two Oscars! ). It was derived from Jimmy Perry's own experiences. Some characters were based on real people ( the Sergeant-Major really did refer to his men as 'poofs' ). I take the view that if you are going to put history on television, get it right. Sanitizing the past, no matter how unsavoury it might seem to modern audiences, is fundamentally dishonest. 'Mum' was both funny and truthful, and viewers saw this. Thank heavens for D.V.D.'s I say. Time to stop this review. As Williams would say: ""I'll have no gossiping in this jungle!""",neutral
"I'll be honest with yall, I was a junior in high school when this sitcom first aired on ABC I didn't think I would like it at all. But with John Ritter in it i felt that it had a little potential in it, plus their was something else with it I liked. The acting was great, not a lot of horrible 2nd rated comedy lines, John Ritter always brings his A game when it comes to comedy . This was a great show to watch, and I'll tell you why it was a great show. My father who never watches sitcoms at all, he just watches movies, sports, and law & order, he actually sat down with my 3 brothers and 2 sisters, my mother, and myself, and watched the show I think because John Ritter was in it. I honestly think this show would still be running if John Ritter God rest his soul i wish he hadn't passed away.",biased
<br /><br />Robot jox is a great little film ok some of the sets are bad and the acting is not that great but the special effects are very good for a film of this size and age. You have to remember that this film is over 10 years old now and was made very cheaply in the 1st place so you cant moan to much about the bad parts. So just sit back and watch a cool film with great big robots in it.,biased
"Tenacious D: in The Pick of Destiny tells the fictional tale of the formation of the band Tenacious D and their quest to find the Pick of Destiny, a guitar pick with supernatural powers made from the tooth of Satan himself (played by Dave Grohl). JB (Jack Black) and KG (Kyle Gass), joined together by fate, must travel to the Rock N' Roll Museum and steal the Pick of Destiny to become the greatest band on earth. The movie is hilarious and delivers non-stop laughs. Jack Black and Kyle Gass work perfectly together, having been real life friends and co-workers for over 20 years. The film is in part, a musical. All (or most) of the music was written and performed by The D. All of the songs are new material and many of them are classic. The soundtrack is definitely worth checking out. This film will be mostly appreciated by fans of Tenacious D, but if you are not a fan of The D, I still think you will enjoy the movie. If you are a fan of the D, then you must see this movie. The acting isn't as bad as you may think, and the laughs and crudeness never stop coming. I highly recommend this movie to anyone looking to get their socks rocked off and laugh as hard as they have laughed in a long time. Look out for cameos by Dave Grohl, Ronnie James Dio, Meatloaf, Ben Stiller, Amy Poehler, Tim Robbins, John C. Reilly, and Neil Hamburger. Also, stay tuned for an extra scene after the credits.",biased
"I'm just quite disappointed with ""Soul Survivors"". It doesn't worth even a comment in this forum. The script is very poor as well as all the ""acting"" and for our entertainment it features a pointless plot.<br /><br />Please, do yourselves a favor! Be a real ""Survivor""...Don't waste your time in this piece of crap! Someday you'll thank me!",neutral
"Return to Cabin by the Lake just.... was lacking. It must have had a very low budget because a fair amount of the movie must have been filmed with a regular video camera. So, within the same scene - you'll have some movie-quality camera shots AND simple video camera shots. It makes for a very odd blend! I think they should have found SOME way to not do the ""home video"" type effect! <br /><br />I think it's worthwhile to see it IF you have seen the original CBTL because then you can compare and see the differences. But if you haven't seen the original CBTL.... you'll never want to see it if you see this one first! It will probably seem way too cheesy and turn you off from even caring about the original one.",biased
"This movie has very good acting by virtually all the cast, a gripping story with a chilling ending, great music, and excellent visuals without significant special effects. It is interesting to note though that, like so much science fiction, its predictions for the future don't appear likely to come to pass as early as depicted. That's not to say we're out of the woods yet, but 2022 is now obviously too soon to be in this condition. It shares this failing with a fairly illustrious list of science fiction classics: ""1984"", ""2001: A Space Odyssey (compare its space station with our International Space Station) and Isaac Asimov's ""I Robot"" (positronic brains were to have been invented in the 1990's).",neutral
"Bette Midler showcases her talents and beauty in ""Diva Las Vegas"". I am thrilled that I taped it and I am able to view whenever I want to. She possesses what it takes to keep an audience in captivity. Her voice is as beautiful as ever and will truly impress you. The highlight of the show was her singing ""Stay With Me"" from her 1979 movie ""The Rose"". You can feel the emotion in the song and will end up having goose bumps. The show will leave you with the urge to go out and either rent a Bette Midler movie or go to the nearest music store and purchase one of Bette Midler's albums.",biased
"When a small town is threatened by a child killer, a lady police officer goes after him by pretending to be his friend. As she becomes more and more emotionally involved with the murderer her psyche begins to take a beating causing her to lose focus on the job of catching the criminal. Not a film of high voltage excitement, but solid police work and a good depiction of the faulty mind of a psychotic loser.",biased
"Oh dear. This sequel has a mirror, this time, which houses the evil spirit of a psychopath which murdered an entire family with a shotgun in the Amityville home. The mirror captured the entire ugly incident of the horrified family who had no time to prepare for their uninvited guest. The mirror is given to a photographer, Keyes(Ross Partridge)by a bum(..who just so happens to be his lunatic father, and the man responsible for killing the family)and it's evil soon terrorizes those in a loft(..such as Keyes' painter pal Suki, portrayed by Julia Nickson-Soul)where he lives when they look into it. Soon Keyes is having nightmares, looking through the eyes of his father as he guns down the family in cold blood, worried that he might follow in his footsteps. Soon he sees other occurrences through his father's eyes like that terrible day pops bashed his mother's head against the floor of an institution or experiencing a moment inside the cell as doctor's administered a drug to immobilize him.<br /><br />Pretty solid supporting cast who deserve better than being stuck in junk like this, such as David Naughton(American Werewolf in London)as the proprietor of the loft with which Keyes lives, Richard Roundtree as an eccentric sculptor/artist, Terry O'Quinn as a psychologist-detective, and especially Lin Shaye as a hilarious ditsy, rather strange secretary-nurse in the asylum(..the one which held Keyes' father) soon to be closed down.<br /><br />Rounding out the film, the sexy, leggy Lala Sloatman as Keyes' supportive girlfriend, Barbara Howard(Friday the 13th:The Final Chapter)as Naughton's betrayed wife(..he was on the verge of starting an affair with Nickman-Soul), Jack Orend as the sadistic fiend who attempts to provoke his son into killing innocent people as he did, and Robert Rusler(A Nightmare on Elm Street 2:Freddy's Revenge)as a rejected lover(..of Nickson-Soul)who meets an unfortunate demise while ripping apart paintings as a revenge for his dismissal.<br /><br />This film is a poor special effects movie merely using the Amityville title as a cash-in. The franchise has never been that great to begin with, but as each sequel was green-lit, it grew worse and worse. After the third film, furniture from the infamous house become ""possessed"" items tormenting folks. The cast try hard, though, but the material(..a mirror causing chaos and murder through supernatural means)is lacking in quality..and the rather mediocre special effects don't help matters. O'Quinn, as little as he has to work with, shows why he's such a great actor, he can even shine in excrement such as this. All's not lost, you get to see Sloatman always wearing super short skirts(..or her man's shirt in panties), showing off her legs throughout..hey, you have to find a silver lining somewhere. Believe it or not, AMITYVILLE:A NEW GENERATION was the seventh film in the franchise! Coolest part of the film were the portraits of demons painted by Nickson-Soul's artist, perhaps inspired by the evil mirror after looking into it.",neutral
"too predictable for spoilers, but i'll not be cagey below, so don't read it if you care.<br /><br />a few dull scriptwriters together for half an afternoon, and even then they run out of ideas. so let's start with a criminal sought by all France...doesn't matter what he has done, we'll think of that later (they don't). some seconds of suspense, but not too much, and nothing unexpected, because that requires Art. half an hour needed to finish off the film; i get it: have them rob a jeweller's, and take a lot of time avoiding alarms etc.; everybody robs jewellers in films just ike this, it's bound to work (it doesn't). no humour, no character (ok, yves montand does get to ham it a weeny bit) and have everyone speak in a quiet deadpan voice that is supposed to make one think of noir, but merely makes the actors sound depressed. if they are silent, it'll make them seem grimmer - but also save us writing their lines. we'd better add something for the stay at home women who are going to watch this stuff, so let's have something to make them empathise with hubby (we forgot to put any women in the film). got it: a son on (gasp) marijuana - oh, and have him attempt suicide for no particular reason (shame? his dad's a mafia boss for crying out loud, but the audience will feel his fatherly care, and if not, sod them). oh, the crooked cop was a classmate of the guy who gets him in the end; wrenching, eh? let's have them all die at the end, or we'll never finish this stuff. is it in the can? right, that's over with then, thank god. who'll we get for director?",neutral
I saw this movie with my friend and we couldnt stop laughing! i mean there was nothing scary about this movie! It was funny all the lines Freddy said were hilarious! I think they shoudln't have even made a new nightmare and just gone to Freddy Vs. jason. Although some parts were gross (like the head blowing up). and any elm street film from 1- 5 sucked. this was the best besides Number 1. I wouldnt recomend this movie if you want a good horror. But if you have nothing else to do rent this and you'll laugh alot.I want to see the texas chainsaw massacre I think it would be scary. Freddy's Dead The Final Nightmare overall grade: B-,biased
"i went into watching this movie knowing it wasn't going to be great. but what i witnessed was to awful for words. i don't mean to be harsh, its just the movie was terrible. overall it had bad, i mean AWFUL special effects, the acting wasn't too bad, but wasn't good either, and sasquatch himself was like.... well, not sasquatch. in my opinion the best sasquatch movie is Harry and the Hendersons. its not violent or horror, but it has the best depiction of sasquatch. at least its a suit and not some half-ass cgi rip-off. only see this movie if you are desperate, or really appreciate anyone in the film. or go watch boondock saints, it is MUCH better.",biased
"Riding Giants is an incredible documentary detailing the history and stories of three influential big-wave surfers, Gregg Noll, Jeff Clark, and Laird Hamilton. Stacy Peralta did an amazing job taking on the role of director and should be congratulated for doing such a brilliant job. The structure of the film is edited brilliantly and works perfectly with the narration, interviews, animation and surfing footage. The music soundtrack just adds to the overall satisfaction of watching this film, making Riding Giants brilliant viewing. Personal highlights include any of Greg Noll's comments, what with his straight-to-the-point frankness, Laird Hamilton's footage at Teahupoo, and the out-takes at the end of the movie. But really this entire film is one big, recommended highlight that comes highly recommended if you have the opportunity to see. It's a shame it isn't more well known, but it is a gem deserving of attention. 10/10",neutral
"No more corned beef and cabbage for her!<br /><br />This little romantic comedy clips along from scene to scene with a few exotic twists (some imaginary scenes and a costume party). All of this is centered around the wife of the husband(s) who is looking to break out of the doldrums, played by Gloria Swanson (she is twenty here!). Both the leading men have a natural air that is convincing and of course Swanson is perfect in all kinds of moods, from frivolous to worried to hopeful. <br /><br />Behind all the games and apparent lightheartedness is that old serious problem of staying in love and not straying in love. There's a little corniness, but director DeMille is on top of keeping it snappy and believable in all. As with many films from this period, the subtitles do not just tell what they are saying (or thinking) but often give a kind of philosophical insight, as if to justify the tragedy (or raciness). And there is that higher purpose here, probably better without the instructional text, but it's part of the narrative style, and it's kind of quaint. <br /><br />If you are looking for visual or formal amazement, you won't find it here. But as a story, well acted, and filmed with precision and economy, it's really a great example. The events might not come as a total surprise, but it's such a modern love story, set almost a hundred years ago, it's a gas. And did I saw Swanson was perfect?",neutral
"I am a huge Amy Adams fan and have been for many years. I am also a big fan of musicals. With that said this is not a good movie on any level. It is quite dull and the acting overall is very very poor. Amy Adams is awkward to watch act with Scott G. Anderson due to the fact that she is in another league when it comes to acting. All the performances come off as very amateur. The music performances are pleasant, but nothing special. <br /><br />Scott G. Anderson is just an bad actor! I assumed he was put in this movie because he has a great voice, but it's just not the case. He has an average voice and sings on key, but that's about it.<br /><br />I guess I can see why Amy Adams did this movie with the singing element I just wish she had not. I could rant about other poor elements of this movie, but I'll leave it at that.",biased
"This movie was a stupid piece of crap. Bad everything. Why is it that we who love western movies get jilted nine out of ten times when renting westerns. It seems that if you don't see names like Robert Duval, Kevin Kostner, or Tom Selleck attached to the cover, it isn't worth messing with. For the most part the main action of Shiloh Falls was taking place in 1892, yet the revolvers used were 1860s models. Even the shooting was bad - in one scene the Marshal fanned his six-shooter about nine times and couldn't hit any of three large men who were only about twenty feet away. I had to turn it off after about 15 minutes of this inanity. Perhaps those who participated in this movie could have taken some lessons at the Sunset Carson School of Acting.",biased
"I saw this on sale - NEW - at my local store for $6 and said ""hey! an action film with that guy from Bloodsport and Enter the Dragon, directed by the guy who did Enter the Dragon - and it's cheap!"" So I bought it. Oops! This is possibly the worst film I've ever seen, and I've seen some doozies.<br /><br />You know how movies which are intentionally campy, like Evil Dead II and Dead-Alive, are AWESOME? You know how movies that are supposed to be serious but turned out so awful that you have to laugh out loud, and watch them again, like Lionheart (an old Van Damme film) or John Carpenter's Vampires, are pretty cool? This film, Ironheart, manages to be NEITHER of those. I don't know what the filmmakers were thinking, but it looks as if this movie was made with no time to shoot, no budget for anything, and no script to speak of. (While I'm on the script note, I should point out that Bolo Yeung has NO LINES in this movie - the only reason he gets first billing on the box is the fact that he's the only actor in the film that you'll ever recognize (unless you're a Jackie Chan fan, in which case you'll recognize the bad guy - and you'll want to call him Giancarlo!).)<br /><br />What's also sad is that this film is from '92. By that time, T2: Judgment day had come out, so you know that the era of 80s campiness was over... but not quite. After this, you'll think 80s Chuck Norris films, high-school comedies, and Jason/Freddy sequels were works of sheer genius. <br /><br />Things to know:<br /><br />1) Nobody in this film can act for beans. The closest you get is Richard Norton looking appropriately rich and cocky, and Bolo Yeung looking appropriately mean ... and cocky. Everything else is dreadful.<br /><br />2) The martial arts scenes are forgettable - just many instances of white guys with lots of muscles taking off their shirts, yelling, running at Britton Lee, getting kicked by Britton Lee, getting punched by Britton Lee, then falling down. Even the final showdown against Bolo is disappointingly short, and about as creative as the design of my running socks (and equally stinky).<br /><br />3) The rest of the action is pathetic, too: the guns look like they came from the toy department at K-Mart, and indeed they fire with the sound of a capgun. When someone gets shot, they bounce around a little bit, then lie still with splotches of brownish-red liquid on their clothes. Britton Lee apparently gets shot in the side, but you don't see it at all, then later that day you see the wound ... I've had paper cuts that were worse than that!<br /><br />4) Of course then the girl dresses the wound, then they kiss, then next thing you know they're lying in bed talking after sex. Huh? What? Believable development of the love interest, as well as any kind of character development at all, are overlooked completely in this film. Remember how Bruce Lee's characters didn't need to have sex with anybody to be cool?<br /><br />5) The car chase is by far the worst I've ever seen. It looks like the director was sitting on the curb with a hand-held camera as the two cars weaved down the road doing, oh I don't know, about 30 miles an hour? Don't try this at home, kids, these people are professionals! Hah!<br /><br />6) Really bad writing. Here's a scene for you: Lee is being followed, so the girl follows the followers to ""warn"" Lee, but her car is too slow. So by the time she catches up, Lee and the bad guys are out of their cars and there's a gunfight in progress. Lee has killed two bad guys, but the third is shooting at Lee when the girl almost runs Lee over, so the bad guy runs away. (Huh?) Then the girl's car stalls and she can't start it. She tells Lee she's involved now and she's coming with him. He points out to her that they can't leave her car there because the bad guys will trace it to her. She somehow convinces him that he should decide how to deal with this problem - so he shoots the gas tank and blows up her car. (And remember, later that same night they have sex.) Huh?!?<br /><br />7) If you look closely, in more than half of the nightclub shots, the dancers are very much out of sync with the music. The dancers are also all way too co-ordinated with each other (apparently in the '80s all people at dance clubs took dancing lessons). There is a girl in the DJ booth with a microphone, but she never does anything except dance. The bouncers tell people who are fighting to ""take it outside"" - without moving their lips. In one scene, the only bouncers Lee and Stevo pass by are just inside the entrance, but with their backs to it! Also, apparently, if you're a major character in the film, you can go straight to the head of the line.<br /><br />8) Lee notices the first time he is being followed, but he doesn't notice the second time - even though it's the same guy in the same car. The girl, however, notices. Bad guys get followed twice, but they never notice.<br /><br />9) Lee is worried the bad guys will trace the girl's car back to her, even though they have already seen him show up where she works twice. The girl proceeds to leave her child at work, in the care of a friend, while she is off having sex with Lee. DO NOT learn parenting from this film!<br /><br />Can't think of more gripes right now ... you get the idea ... Ironheart is so bad, it ain't even funny, it's SAD.",neutral
"Maybe I'm being too generous with the rating...but I just love this movie! I've seen it so many times, but every time I see it I fall in love with it all over again. It's just a simple romantic comedy, with nothing huge or monumentous that happens. But I'm a big romantic and this movie *is* romantic. I love Meg Ryan and Tim Robbins, and Walter Mathau is so funny. The scientists make me laugh so much...I definitely recommend this movie to anyone who hasn't seen it. It's such a clean, good movie - and those are so rare now! My 20-year-old brother likes this movie, too, so it's not just a chick-flick. ;-) I recommend it if you need to laugh, or if you're just lonely and need to *watch* a romance, if you yourself can't participate in one. It's a good 'un!",biased
"Non-stop action and just about every conceivable (and inconceivable!) sci-fi/horror cliche can be found in this blatantly silly but fun, big-budget epic. The pace never lets up, especially in the shorter US version, which tightens things up considerably.",biased
"Before I review this film, I must make a confession that is rather a bold statement to make as a film reviewer. Anyone who has already read any of my previous reviews may know that I've always been controversial in a low-key sense, giving high marks for flops such as ""Captain America"" and 1985's ""Creature"" and panning such film classics as Alistar Sim's ""A Christmas Carol"" and ""Shakespeare in Love."" With that in mind, this confession might not come as a surprise:<br /><br />The simple fact is, Christopher Lambert is probably one of my favorite actors. Woah, now, don't start getting crazy on me just yet. Let me explain myself: I by no means think he's the greatest actor in the world. I clearly confess that he is not. He is certainly no Morgan Freeman or Anthony Hopkins, but I would say that his acting ability is probably somewhere up there with at least Bruce Willis. What I admire about him, however, are the human qualities that he brings into his action heroes. He is just an average guy who laughs and cries and bleeds, who is a hero because he has to be, not necessarily because he wants to be. It takes a lot, in my opinion, to be able to bring out those qualities in a character (especially in the movies he's worked in), and Lambert's heroes are a far cry from Schwartzennegger's or Stallone's. Quite frankly, Lambert's characters are easier for me to relate to. Hence, he's not the greatest actor in the world....He's just a personal favorite.<br /><br />I can't say that same, however, for his films. However much I appretiate his acting, it would be foolish not to confess that his choice of films leave something to be desired. Most of them are, quite frankly, terrible, and any ridicule that he's gotten over the years from me isn't due to his acting, but rather his bad choice in scripts.<br /><br />With that in mind, I can say that his debut film, ""Tarzan,"" is one of his best films and probably his greatest performance. As I mentioned, it is effective becasue of the humaness he brings to the role, and for how seriously the director, writers and actors handle the material. This is a far leap from the B-movie action adventures with Johnny Weismeller from the 1940's. In fact, I would hesitate to call it an action movie. Instead, it is a serious drama that takes all of E.R. Burrough's material seriously, showing Tarzan's quest to discover his real family in Scotland after realizing that he doesn't fit in as a ""white ape."" He is torn in between his old family and his new one, which includes a wonderful Sir Ralph Richardson in his final role. In an attempt to adapt to humans, his ape instincts also kick in, and he can't decide what he loves more: His real family, or the one that he's always known. All in all, it is a wonderful commentary on society, and a wonderful character study.<br /><br />If nothing else, it launched Lambert into international stardom, which continued will into the 1980's with films like ""Highlander"" and ""he Sicilian."" Unfortunately, it didn't last. But just wait a while....His latest career moves such as ""Gideon"" and ""Resurrection"" have proven that though he still have a long way to go, he's a competent enough actor to be able to perhaps make a... ahem.... comeback if he'll just pick his roles better.<br /><br />For now, however, here's the verdict on his first film:<br /><br />*** out of ****",neutral
"SPOILERS ALERT<br /><br />Homeward Bound: The Incredible Journey is an important film from my life because it's the first film I remember seeing in the cinema of my home town as a 4-year old scamp. The story is based on the Sheila Burnford novel, and is a reason why it's not possible to write this one off as a brainless Lassie clone.<br /><br />The basic story: Two dogs and a cat happily live in the Seaver family when the new husband to the mother of the three children, gets a job in the city and they have to temporarily move into inner San Francisco while the animals are sent to a ranch to live for a couple of months. The bonds between the animals and the children they watch out for are especially strong, and Shadow the golden retriever and Sassy the Himalayan cat are heartbroken as the children are, though the young and happy-go-lucky American Bulldog known as Chance is a little less concerned and somewhat cynical (due in part to his voice-over explaining his being abandoned as a pup, picked up to an animal shelter, and being bought by the family), though his growth as a character during the story provides much of the important storytelling.<br /><br />The three pets escape the ranch and head off into the wide and dangerous wilderness (fantastic wilderness settings by the way), driven on by Shadow's instincts of direction. They meet several perils along the way, hoping to make it home, while the family and the ranch hosts are suddenly concerned about the animal disappearance. There are funny moments all the way through, great dialogue between the three animals and hilarious lines (see - memorable quotes), and a touching comradeship that grows between the main characters during the course of the storytelling, punctuated by moments of sadness (such as when Sassy's arrogance of trying to cross a river without getting wet causes her to fall in the river and get washed down a waterfall, leaves a moment of loss that is felt deeply by the viewers).<br /><br />Somehow though, I fail to see what the inclusion of saving the girl lost in the wilderness adds to the story and the journey they take. Somehow, it seems a little unnecessary as part of the story.<br /><br />The ending cranks the stakes higher when shadow falls into a pit in a trainyard and having hurt his leg, finds it hard to get out and gives up, exhausted, followed by Chance climbing in with him to persuade him to climb out, telling him how important he is to him and how he's pushed them this far so he shouldn't throw it all away so easily. <br /><br />The way that this scene (brilliantly done) isn't concluded leaves an ambiguity that carries on into the final scene when Chance and Sassy return home, but Shadow is nowhere to be seen. Then just as all seems lost, he slowly appears, and is reunited with the family. Chance's conclusion at the end speaks of the comradeship that has developed between he and his fellows on the journey, and the realisation to what home really is from his long journey to get there, leaves a fine epilogue to demonstrate how much his character has grown, but also how the other two have as well. Hang on a second, I think I'm going to cry...<br /><br />Anyway, I haven't read Sheila Burnford's book, so I don't pretend to know where the differences between book and film lie. But this is a film that all the family can watch, and while the tots will love the talking animals, older viewers will understand the plot line better (as I found when I watched the film again after several years without seeing it). This film is a masterpiece in cinema, and I suggest that if you haven't seen it you go out and get it!<br /><br />And please avoid the sequel (see my review for Homeward Bound II!)",neutral
"There is only one reason this movie is watchable. Till Schweiger. He is such a good actor the movie isn't completely terrible. Uwe Boll please take up another career. The special effects and action are acceptable. All other aspects were very disappointing. All I can say is that Kevin Smith (An evening with...) talked about Tim Burton not ever reading the Batman comics and it showed. Uwe Boll must not have ever played the video games that he keeps making movies about. If you two ever want to know how it is done go see Andrzej Bartkowiak. Doom was one of the best video games to film adaptations ever. Some people may disagree, but if you watch the movie you can see that the guys at ID had a lot to do with Doom. It doesn't seem like anyone at UBIsoft was even near this production.",biased
"What can I say about this band, I was hooked in 68, I was a ten year old kid, I grew up on the Blues though my Dad, then these guys from the Midlands came along, a fusion of Country rock, Heavy Rock and Blues, I wish I could have got to see them live in the early years, I was lucky enough to be there in 79(Knebworth) that was the best concert I've seen to date, I hope a full version of that hot August night will be realest soon. This CD gave me a chance to see the boys over and over again, The Song remains the same is great but This CD gets down to the nitty gritty.<br /><br />Long live the Zepp.",biased
Send them to the freezer. This is the solution two butchers find after they discover the popularity of selling human flesh. An incredible story with humor and possible allegories that make it much more than a horror film. The complex characters defy superficial classification and make the story intriguing and worthwhile - if you can stand it. Definitely a dark film but also a bit redemptive.,neutral
"""Radio Flyer"" is one of my most loved American movies.<br /><br />The really great job of two boys, Joe Mazzello and Elija Wood, (in spite of terrible performance of T.Hanks at the beginning and ending...) with marvellous script of D.M.Evans and powerful and emotional directing of R.Donner plus Absolutely Incredibly Peerless Music Score of H.Zimmer allowed the ""Radio Flyer"" to win one of the first places in my family's rating of movies.<br /><br />It's so pity that that very good movie was underrating by some movie critics.<br /><br />I just can't help waiting to see it on DVD.",biased
"Buster Keaton was arguably at his most enjoyable when he did short 20 minute films, and they don't come more rib-ticklingly funny than this gem. The dead pan comic gets involved in a photographic mix-up with a wanted felon. This leads to his elaborate evasion of several street cops and fellow passengers who recognise the his face from the ""Wanted"" signs. The Goat is choc-a-bloc with brilliant site gags, from the opening scene at the bread queue, right up to the wonderful elevator chase at the end. A Keaton film never feels as though its silence is lacking, as sound is never something you needed with him. His movies explain themselves through the wonderful (yet incredibly dangerous) things he did to himself. It isn't hard to see just how influential he really was - the man is every bit as thoroughly amazing today as he was in 1921.",biased
"I've got as much testosterone as the next bloke, and Raquel Welch at her finest is certainly worth a look; but the fact is that a cardboard cut-out could act better, and an hour and half of Ms. W showing off her considerable assets does not a movie make.<br /><br />Considering the cast, it's surprising that it's as bad as it is. I've never been a big fan of Wagner, and his tough guy Harry is about as convincing as a 9-dollar bill. Godfrey Cambridge and Vittorio de Sica, both of whom I usually enjoy, seem to be sleeping through their lines; and as for Edward G...well, I can only assume he was there for the paycheck.<br /><br />This film is a mess: from non-existent plot, through stop-start action and unfunny script to puerile slapstick and annoying 60's 'caper' music. If it weren't for Miss Welch, I'd have given it a 0.<br /><br />That said, she is a treat to the eyes - even better than her delicious cameo in 'Bedazzled' - and for that reason alone I gave it a 3.",neutral
"Ok, even if you can't stand Liza- this movie is truly hilarious! The scenes with John Gielgud make up for Liza. One of the true romantic comedy classics from the 20th century. Dudley Moore makes being drunk and irresponsible look cute and amusing and it is damn fun to watch! The one-liners are the best.",biased
Superb. I had initially thought that given Amrita Pritam's communist leanings and Dr Dwivedi's nationalist leanings film will be more frank than novel but when I read the novel I was surprised to find that it was reverse.<br /><br />Kudos to marita Pritam for not being pseudo-sec and to Dr Dwivedi to be objective. This movie touches a sensitive topic in a sensitive way. Casualty of any war are women as some poet said and this movie personifies it. It is also a sad commentary on Hindu psyche as they can't stand up against kidnappers of their girls or the Hindu Brother who can only burn the fields of his tormentor. On the other hand it also shows economic angles behind partition or in fact why girls were kidnapped in the first place. I think kidnappers thought that by kidnapping girls they Will become legal owners of the houses and thus new govt. will not be able to ask them to return the houses. This apart one has to salute the courage of characters of Puro and her Bhabhi they are two simple village girls unmindful of outside world and risk everytihng by trying to come back after being dishonored . Because there are many documented cases when such women were not accepted by their families in India.<br /><br />No wonder that it required a woman to understand the pains of other women.,biased
"Well, i can and will be very short. This is a wrong-balanced, non-convincing film that could have been a little bit better. The script seems to not know which way to go ... from funny to cliche-wise serious... it's a bit silly. That plus too much sentences we have heard before ""the hacker is in florida, or no, he is in madrid, no he is in ... , he is screwing the signal"". <br /><br />4 out of 10",biased
"This is the second movie based on the life and times of ultra hung porn star, John Curtis Estes, better known as John Holmes. Boogie Nights is also roughly based on his life. Maybe someday someone is going to do a movie on the life of Tommy Byron instead.<br /><br />The problem is, that the story is not very well told. There are many Law & Order episodes that have more twists and turns than Wonderland, and the director never gets the criminal case going with any kind of gusto. Val Kilmer has two problems - he is not nearly as hung as Holmes is (and no prosthesis this time around, unlike in Boogie Nights), and he is much better looking than mope Holmes. <br /><br />The director does not introduce one single likable individual among the cast. The racist, immature lowlifes he hangs out with, or his wife, and the police don't get much in the way of characterization. <br /><br />The best part of the movie is Eric Bogosian telling Paris Hilton to ""get lost"". <br /><br />Having said all that, anyone interested in the sleaziest side of the porn business in the 1980s or true crime shouldn't miss it.",neutral
